answers,date,tags,title,user,votes
3,2015-12-12T19:02:00,"Catholicism,Soteriology,Faith,Jews","According to the Catholic Church, are Jews saved without faith in Jesus?",John Doe,24
1,2017-01-01T13:15:00,"Catholicism,History,Papacy",Has a pope ever been corrected publicly by a non-cleric in the presence of cardinals because of the unclear wording of a papal document?,Ken Graham,24
3,2017-02-28T13:37:00,"Prayer,Music",What's up with churches and guitars in this joke from The Big Bang Theory?,BCLC,24
2,2017-11-25T14:03:00,"Jehovahs Witnesses,Satan,Denomination Survey,Birth Of Jesus,Magi","What denominations, besides JWs, hold that the Star of Bethlehem was sent by Satan?",,24
5,2011-09-14T20:40:00,"Life Of Jesus,Exegesis,Gospel Of Matthew,Gentile",Why did Jesus refer to Gentiles as dogs?,Reinstate Monica - Goodbye SE,24
3,2011-08-23T18:41:00,"Terminology,Emergent",What are the main tenets and/or beliefs of the 'Emergent' Church?,aceinthehole,24
5,2011-09-20T22:42:00,"Evolution,Fall Of Man",How do theistic evolutionists view the Fall of Man?,StackExchange saddens dancek,24
6,2014-07-21T13:29:00,"Catholicism,Prayer,Gospel Of Matthew,Hail Mary",How is offering X Hail Marys not considered vain repetition?,LCIII,24
3,2011-09-27T14:00:00,"Biblical Basis,Prayer,Omniscience",Are silent prayers heard?,Richard,24
5,2011-08-24T18:27:00,"Speaking In Tongues,Pentecost,Charismatic",Can people speak in tongues today?,Flimzy,24
4,2015-08-29T18:52:00,"History,Prophecy,Judaism,Isaiah,Suffering Servant","Is there evidence that Isaiah 53 was viewed as a Messianic prophecy within Judaism, or is it an exclusively Christian interpretation?",ThaddeusB,24
6,2011-10-28T15:11:00,"Catholicism,Biblical Basis,Virgin Mary,Original Sin,Immaculate Conception",What is the biblical basis for the Immaculate Conception?,Narnian,24
4,2011-08-24T22:25:00,"Catholicism,Canon,Infallibility,Apocrypha",What is the origin of the Catholic apocrypha?,Caleb,24
6,2011-08-26T02:42:00,"Soteriology,Works","How does Matthew 25:31-46 (""The Sheep and the Goats"") reconcile with salvation by faith?",Jon Schneider,24
4,2018-08-28T15:55:00,"Catholicism,Protestantism,Church Building",Why do Catholic churches have a red lamp burning inside?,Lesley,24
2,2013-03-08T23:47:00,"Sin,Eastern Orthodox,Denomination Survey",Who is a Christian according to the Russian Orthodox Church,Andrew,24
5,2013-05-18T06:52:00,"Genesis,Nephilim","What were the Nephilim, and what role did they play in the Bible beyond just being mentioned?",user4527,24
2,2013-05-30T01:18:00,"Church History,Heaven,Origin,Time,Eternity",From where does the doctrine that there is no time in heaven originate?,2tim424,24
14,2013-07-07T00:15:00,"Nature Of God,Christology,Terminology",What exactly does it mean that Jesus Christ is the son of God?,terdon,24
5,2013-07-31T22:16:00,"Reformed Theology,Terminology,Presbyterianism",What is the difference between Reformed and Presbyterian,Steven Doggart,24
3,2012-07-21T17:11:00,"Reformed Theology,Predestination,Westminster Confession",Why are only some predestined?,Arafangion,23
7,2012-08-07T15:50:00,"History,Trinity",Did early church fathers understand the doctrine of trinity?,Monika Michael,23
2,2012-10-08T19:11:00,"History,Terminology,Tithe","When did ""tithing"" come to mean ""giving 10% of your gross income to the Church""?",Jas 3.1,24
5,2011-08-31T05:30:00,"Biblical Basis,Sola Scriptura",What is the basis for not believing sola scriptura?,leeand00,24
2,2013-01-23T05:03:00,"Tradition,Religious Practice,Monasticism",What is the story behind a monk’s tonsure?,David Stratton,24
11,2013-03-06T09:44:00,"Soteriology,Heaven,Faith,Hell,Atheism",What is the Biblical Basis for a Good person going to hell simply for not believing?,Fofole,24
4,2011-09-03T05:03:00,"Nature Of God,Trinity,Will Of God","Does the triune God have will by nature, or by persons?",,24
10,2013-10-13T21:02:00,"Communion,Baptist",Why do many churches use grape juice in communion?,pterandon,24
5,2011-09-08T00:25:00,"Paul Apostle,Hebrews,Authorship",Did Paul write the Epistle to the Hebrews?,StackExchange saddens dancek,24
5,2011-09-09T18:56:00,"Biblical Basis,Nature Of God,Trinity,Persons Of The Trinity","What is the Biblical evidence that there are ONLY three persons in the ""Trinity""?",Flimzy,24
5,2011-11-01T22:00:00,"Catholicism,Virgin Mary,Perpetual Virginity","What significance, if any, does the doctrine of the eternal virginity of Mary have?",Narnian,23
3,2011-08-24T22:38:00,"Canon,Hebrew,Old Testament",How much variation is in the Hebrew language of the Old Testament?,Caleb,23
7,2016-02-03T17:35:00,"Catholicism,Nature Of Man,Souls,Origen",At what point is a new soul created according to the Catholic Church?,Kristopher,23
9,2011-12-27T17:08:00,"Life Of Jesus,Parables",Why does Jesus not want people to repent and be forgiven in Mark 4?,aceinthehole,23
5,2017-04-25T18:36:00,"Paul Apostle,Gospels,Inerrancy,Virgin Birth","According to those holding that Jesus was literally born of a virgin, why did Paul not mention it?",Mr. Bultitude,23
3,2011-08-23T20:41:00,"Biblical Basis,Reformed Theology,Unconditional Election",What is the Biblical basis for Unconditional Election?,wax eagle,23
5,2011-08-24T18:20:00,"Baptism,Pneumatology",What is Baptism of the Holy Spirit?,Flimzy,23
1,2015-04-07T10:30:00,"Trinity,Church History,Church Fathers,Origin,Persons Of The Trinity","When in the development of trinitarian doctrine was the word ""persons"" first applied to God?",Lee Woofenden,23
4,2011-10-10T08:13:00,"Terminology,Theological Frameworks,Systematic Theology,Biblical Theology",What is the difference between 'Biblical' and 'Systematic' theology?,Caleb,23
7,2011-08-24T19:35:00,"Exegesis,Genesis,Priesthood,Hebrews,Melchizedek",Who was Melchizedek?,raphink,23
2,2011-08-23T20:08:00,"Catholicism,Martin Luther,Lutheranism",What were Martin Luther's main disagreements with the Catholic Church?,compman,23
4,2011-08-23T20:50:00,"Biblical Basis,Reformed Theology,Atonement,Limited Atonement",What is the Biblical basis for Limited Atonement?,wax eagle,23
2,2012-04-12T21:13:00,"Soteriology,Atonement",What are the primary differences and implications of a propitiatory view of the atonement versus an expiatory view?,Dan,23
4,2012-06-06T18:34:00,"Catholicism,Protestantism,Eastern Orthodox,Evangelicalism,Pagan",Do Evangelicals see Catholics as pagans?,Daniele B,23
3,2012-07-18T05:34:00,"Biblical Basis,Marriage,Children",On what basis should Christians oppose child marriage?,Monika Michael,23
5,2011-09-09T17:17:00,"Exegesis,Translation","Why is ""elohim"" translated as ""God"" and not ""gods""?",Richard,23
6,2014-04-09T14:27:00,"Gospels,Crucifixion,Textual Discrepancies,Chronology,Life Of Jesus",At what time of day was Jesus crucified?,The Freemason,23
4,2011-08-24T11:20:00,"Biblical Basis,Church Universal,Civil Government",Biblical basis for the separation of church and state,StackExchange saddens dancek,23
3,2014-05-23T16:10:00,"Catholicism,Soteriology,Catholic Catechism,Ex Cathedra,Dogma",Do the Catholic Church ex cathedra pronouncements about necessity of Catholicism to be saved still apply?,Gregory Magarshak,23
3,2011-09-21T14:48:00,"Eschatology,Premillennialism,Amillennialism",What are the differences between the different millenialisms?,a_hardin,23
2,2014-08-18T14:29:00,"Catholicism,Exegesis,Gospel Of Matthew,Sexuality,Divorce","How does the Catholic church explain Matthew 19:9, which seems to allow divorce in case of sexual misconduct?",Greg Bala,23
4,2011-09-26T07:56:00,Bible,Where do the names of books of Bible come from?,Meysam,23
3,2013-03-20T00:18:00,"Creation,Nature Of Man,Theistic Evolution","According to theistic evolutionists, at what point did humans evolve enough to be considered special to God?",David Stratton,23
5,2013-04-25T19:51:00,"Catholicism,Church History,Rome",Why is Rome the holy city?,,23
7,2013-05-22T07:26:00,"Comparative Christianity,Seventh Day Adventists",What are the main differences between 7th Day Adventists and Catholic/Protestant churches?,Jomet,23
4,2011-09-01T22:06:00,"Bible,Applications",Hand Picked Bible Applications,Marshellows,23
5,2013-07-01T08:57:00,"Marriage,Origin",What is the meaning and origin of bridal veils in Christian weddings?,Caleb,23
2,2011-08-24T01:30:00,"Christian Living,Worship,Music",Does the Bible give any rules for music?,C. Ross,23
6,2011-09-06T00:28:00,"History,Chronology,Job",When was Job alive?,Derek Downey,23
8,2014-01-13T05:10:00,"Sabbath,Justice",Why did God kill a man for picking up sticks on the Sabbath?,kaques,23
11,2012-07-26T07:43:00,Nature Of God,How can a loving God make a deal with the devil?,Eva,22
6,2011-08-29T13:33:00,"Catholicism,Prayer,Virgin Mary","What exactly is a ""Hail Mary""?",Caleb,22
7,2011-08-29T22:37:00,"Biblical Basis,Extra Terrestrial Life",Does the Bible make any allusions to life on other planets?,Flimzy,23
4,2012-11-13T15:22:00,"Reformed Theology,Marriage,Homosexuality,Ecclesiology,Same Sex Marriage",How would Reformed Christians deal with homosexual marriage of individuals prior to their conversion to Christianity?,wax eagle,23
4,2013-01-05T15:51:00,"Catholicism,Soteriology,Protestantism,Comparative Christianity,Ecclesiology",Does the Catholic Church officially recognize Protestants as Christians?,Mike,23
7,2011-08-31T02:10:00,"Eastern Orthodox,Oriental Orthodox",Are Orthodox Christians all the same faith?,leeand00,23
6,2011-08-23T23:00:00,"Hell,Heaven,Afterlife","Is Hell eternal, or do some/all escape it?",aceinthehole,23
3,2013-03-13T17:41:00,Reconciliation,How should one reconcile a wrong against another person?,Monica Cellio,23
4,2011-08-26T06:30:00,"Exegesis,Genesis,Flood Of Noah",Was the flood of Noah global or local?,Flimzy,22
2,2012-03-29T01:55:00,"Martin Luther,Worship,Hymns",Did Luther really use bar tunes for his hymns?,Thomas Shields,22
4,2020-01-08T22:25:00,"Catholicism,Soteriology,Protestantism,Eastern Orthodox,Sola Fide","If both the Orthodox and Catholic Church affirm salvation by grace through faith, why did the Protestant Reformation happen?",Dan,22
7,2012-05-14T17:48:00,"Bible,Bible Translation,Perfection",Is it possible for The Bible to contain errors?,stoicfury,22
3,2012-05-29T09:02:00,Jehovahs Witnesses,Are JWs restricted from expressing things in their own words?,Caleb,22
4,2012-06-04T00:02:00,"Bible Translation,Acts,Kjv,Textual Criticism,Niv",Why is Acts 8:37 missing in the NIV?,Chris Smith,22
6,2012-06-22T00:53:00,"Life Of Jesus,Prophecy,Messiah,Suffering Servant",Were the Jews expecting the Messiah to suffer at all?,Mike,22
5,2012-01-17T21:05:00,"Catholicism,Protestantism,Cross,Symbolism",Why the difference in depiction of the cross between Catholics and Protestants?,Reinstate Monica - Goodbye SE,22
4,2017-04-17T04:13:00,"Catholicism,Priesthood,Adoption",Can a Catholic priest adopt a child?,Thunderforge,22
1,2017-08-17T16:55:00,"Catholicism,Communion,Sacraments,Transubstantiation",Why do Catholics believe transubstantiated host may still affect the gluten sensitive?,Pigfaricus,22
6,2011-08-25T19:56:00,"Gospel Of John,John Apostle,The Beloved Disciple","Why did the apostle John call himself, ""the disciple whom Jesus loved""?",Reinstate Monica - Goodbye SE,22
9,2012-02-13T01:47:00,"Biblical Basis,Sin,Ethics",Does the Bible condemn white lies?,the_midget_17,22
1,2014-10-16T23:46:00,Lds,Why does the LDS Church put an emphasis on prepping?,David Stratton,22
6,2011-09-25T14:20:00,"Mosaic Law,David,Solomon,Capital Punishment",Why was neither David nor Solomon stoned to death?,brilliant,22
5,2011-09-29T14:31:00,"History,Genesis,Abraham,Chronology",When was Abraham alive?,wax eagle,22
2,2011-10-02T07:56:00,"Gospel Of Matthew,Civil Government,Origin,Oaths",Swear to tell the truth 'so help me God'?,2tim424,22
4,2015-02-24T05:13:00,"Catholicism,Church History,Gospels,Evangelicalism,Christian Identity","According to Evangelicals, before the Reformation, who were Christians if “Catholics are not Christians”?",,22
4,2011-10-20T15:34:00,"Reformed Theology,Free Will,Predestination,Unconditional Election",How does free will fit with the doctrine of predestination?,Richard,22
4,2015-12-28T10:08:00,"Soteriology,Terminology,Faith,Bible Translation,Greek","What caused the shift from ""Faith Of Christ"" to ""Faith In Christ"" in modern translations?",LightCC,22
3,2011-12-22T03:26:00,"Sin,Genesis,Adam And Eve,Incest",Did Adam and Eve's Progeny Commit Incest?,Jim G.,22
3,2012-01-06T19:22:00,"Cs Lewis,Eastern Orthodox","Does ""Mere Christianity"" represent the core of Christian belief?",Jon Ericson,22
4,2012-01-10T22:54:00,"Exegesis,Genesis,Masturbation",Was Onan really struck dead by God for masturbating?,Affable Geek,22
5,2011-09-11T20:04:00,"Biblical Basis,Non Trinitarian,Unitarianism",What is the Biblical basis for unitarianism?,beatgammit,22
5,2014-05-14T08:06:00,"Protestantism,Prayer,Intercession,Intercession Of Saints,Mediator",If Protestants won't ask dead saints to intercede because there is no mediator but Jesus then why do they ask living Christians to pray for them?,curiousdannii,22
6,2011-09-15T14:32:00,"Biblical Basis,Fate",What is the biblical basis against the idea of luck?,Richard,22
7,2011-09-15T21:44:00,"Nature Of God,Lds",How does LDS doctrine reconcile monotheism with men becoming gods?,Flimzy,22
6,2011-09-16T00:27:00,"Exegesis,Faith,Genesis,Science,Old Earth Creation",Why do OEC discount the literal interpretation of the book of Genesis?,capitalaudience.com,22
14,2011-09-21T13:37:00,"Sin,Soteriology,Protestantism,Forgiveness","Since God provided for the forgiveness of sins in the Old Testament, why do we need Jesus?",Richard,22
3,2011-09-01T13:12:00,"Biblical Basis,Marriage,New Testament",What is the Biblical basis against inter-faith marriages?,Beofett,22
6,2013-05-21T11:58:00,"Genesis,Sacrifice",Why did God accept Abel's offering and not Cain's?,Narnian,22
7,2011-09-01T17:53:00,"Bible,Exegesis,Gospel Of John",What is the significance of Jesus seeing Nathanael under the fig tree?,Bruce Alderman,22
13,2013-07-09T05:03:00,"Exegesis,Sin,Protestantism,Gospel Of John,Words Of Jesus",What did Jesus mean when he said ‘Go and sin no more’ if sinlessness is impossible?,Seek forgiveness,22
8,2013-07-19T20:48:00,"Biblical Basis,Trinity,Pneumatology,Ascension",Why did Jesus have to leave for the Holy Spirit to come?,Rick,22
3,2013-08-29T14:33:00,"Bible,Gods",Are any Greek or Roman gods mentioned by name in the Bible?,camden_kid,22
3,2013-10-03T02:27:00,"Catholicism,Eschatology,Papacy,Sedevacantism",What is the endgame for sedevacantists?,James T,22
4,2011-09-05T16:30:00,"Church History,Communion,Religious Practice,Comparative Christianity",Why does communion frequency vary in different denominations?,James T,22
2,2014-09-29T21:46:00,"Catholicism,Church History,Reformation,Providence","Why, according to the Catholic Church, did the Reformation happen?",,22
2,2021-11-03T13:58:00,"Catholicism,Reformation",Who are these people in this Catholic Reformation meme that are considered more influential than Martin Luther?,Machavity,21
13,2012-07-29T17:13:00,"Nature Of God,Good And Evil,Theodicy",How can a Wholly Good God Deliberately Create Evil?,Adam George,21
1,2012-08-17T19:51:00,"Sin,Genesis,Creation,Evolution","In Theistic Evolution, when did the alleged evolutionary animal/ape/man become accountable for his sins?",warren,21
4,2012-09-27T11:17:00,"Church Fathers,1 Peter",Did the early Church Fathers have a complete agreement on how to interpret 1 Peter 3:18-20?,brilliant,21
3,2012-09-29T15:06:00,"Apologetics,Biblical Reliability","What is ""Manuscript Evidence"" and how is it useful?",David Stratton,21
